municipio;regiao_administrativa;regiao_governo;populacao2017;pib2017;pib_per_capita2017;score;ranking;tarifa_agua;tarifa_esgoto;atendimento;coleta;tratamento;inv_per_capita;perdas_original;desempenho
Mogi Mirim;Campinas;Campinas;   92365;  4456895; 48,253072;55,93746;460;3,33;3,41; 93,57; 90,51; 88,33;3,167767e+01; 42,10; 88,35
Serrana;Ribeirão Preto;Ribeirão Preto;   43790;   941115; 21,491551;55,86250;461;1,00;0,61;100,00;100,00;  0,00;0,000000e+00; 62,93;159,79
Presidente Venceslau;Presidente Prudente;Presidente Prudente;   39544;   721893; 18,255437;55,81500;462;2,14;2,11;100,00; 64,98; 25,98;7,604948e+00;  9,09; 99,49
Iaras;Sorocaba;Avaré;    8484;   124727; 14,701438;55,79620;463;2,77;2,48; 33,74; 84,76; 84,76;5,270985e+00;  6,89;107,92
Ibirarema;Marília;Assis;    7540;   180413; 23,927454;55,78772;464;2,45;2,15; 92,37; 84,92; 84,92;0,000000e+00; 51,18; 88,66
Amparo;Campinas;Bragança Paulista;   71193;  4358991; 61,227803;55,72805;465;1,87;1,63; 78,71; 87,79; 51,06;1,810089e+01; 40,16; 88,45
Jacareí;São José dos Campos;São José dos Campos;  229851; 11696354; 50,886679;55,72510;466;3,39;3,38; 99,13; 78,74; 59,39;7,810750e+01; 28,95;110,80
Rafard;Campinas;Piracicaba;    9054;   326043; 36,010934;55,67059;467;1,73;1,47;100,00; 91,36;  0,00;2,541436e+01;  9,97; 36,70
Lavrinhas;São José dos Campos;Cruzeiro;    7150;   109607; 15,329650;55,60182;468;2,68;2,11; 95,09; 63,33; 49,33;1,241290e+02; 16,87; 43,35
Monte Azul Paulista;Barretos;Barretos;   19234;   562393; 29,239524;55,54226;469;1,79;1,77; 95,96; 85,00; 29,75;8,286316e+00; 34,53; 95,42
Eldorado;Registro;Registro;   15436;   362009; 23,452254;55,31795;470;3,23;3,25; 48,55; 88,74; 88,67;6,157809e+01; 10,40; 64,39
Salto de Pirapora;Sorocaba;Sorocaba;   44397;  1633062; 36,783161;55,06922;471;2,98;2,67;100,00; 64,05; 64,05;5,245792e+01; 32,30; 95,01
Barra Bonita;Bauru;Jaú;   36331;  1387795; 38,198646;54,87998;472;2,54;1,61;100,00; 80,00; 20,00;3,321615e+01; 28,57; 98,28
Santa Cruz da Conceição;Campinas;Limeira;    4409;   117879; 26,735995;54,84491;473;1,44;1,34; 70,61; 55,42; 55,42;0,000000e+00; 17,43; 86,67
Itapirapuã Paulista;Itapeva;Itapeva;    4186;    38226;  9,131868;54,81043;474;2,85;2,57; 59,13; 69,25; 69,25;6,224479e+01;  5,32; 64,74
São Paulo;São Paulo;São Paulo;12106920;699288352; 57,759393;54,71452;475;4,20;4,30; 99,30; 74,23; 64,66;1,425853e+02; 23,95;124,65
Charqueada;Campinas;Piracicaba;   16772;   350913; 20,922549;54,63646;476;2,92;2,63; 99,65; 65,74; 62,35;6,001401e+01; 29,20; 68,62
Guaratinguetá;São José dos Campos;Guaratinguetá;  120417;  5277694; 43,828479;54,60590;477;2,16;1,91; 99,46; 93,46; 28,59;9,756520e-01; 35,40; 87,24
Socorro;Campinas;Bragança Paulista;   40220;   822933; 20,460791;54,57894;478;2,89;2,56; 60,05; 71,35; 71,08;4,262951e+01; 12,41; 81,89
São Bento do Sapucaí;São José dos Campos;Taubaté;   10895;   196195; 18,007802;54,55850;479;2,95;2,56; 70,68; 71,17; 57,11;3,183626e+01; -3,74; 58,60
Juquiá;Registro;Registro;   19192;   361626; 18,842539;54,44315;480;3,34;3,29; 68,30; 74,95; 72,26;8,476655e+01; 15,55; 87,67
Cruzeiro;São José dos Campos;Cruzeiro;   81724;  2136729; 26,145673;54,39883;481;1,43;0,98;100,00;100,00;  0,00;2,717673e+00; 54,69;125,75
Salesópolis;São Paulo;São Paulo;   16903;   200622; 11,869017;54,37233;482;2,96;2,97; 62,38; 67,23; 65,25;1,403288e+02;  5,01; 55,35
Itupeva;Campinas;Jundiaí;   57031;  6124416;107,387491;54,33693;483;3,56;3,20; 78,70; 72,30; 72,30;4,548176e+01; 16,35; 91,96
Taquarivaí;Itapeva;Itapeva;    5715;   242700; 42,467192;54,32988;484;3,21;3,00; 85,70; 60,63; 60,63;2,754502e+01;  3,94; 79,10
Neves Paulista;São José do Rio Preto;São José do Rio Preto;    8999;   219695; 24,413268;54,30902;485;1,36;1,17; 90,24; 42,67; 42,67;1,063115e+01; 47,86;157,89
Diadema;São Paulo;São Paulo;  417869; 13412703; 32,097866;53,99456;486;3,59;3,70;100,00; 75,82; 37,47;3,712393e+01; 16,85;138,99
Ribeirão Grande;Itapeva;Itapeva;    7697;   296224; 38,485644;53,93132;487;2,84;2,56; 91,34; 51,71; 51,71;2,220312e+01; -3,95; 57,85
Águas de Santa Bárbara;Sorocaba;Avaré;    6009;   148264; 24,673656;53,91691;488;2,91;2,65; 74,80; 74,46; 74,46;1,986150e+01; 24,35; 71,63
Campo Limpo Paulista;Campinas;Jundiaí;   82520;  1922194; 23,293674;53,86907;489;3,12;2,85; 79,36; 77,59; 74,29;5,748661e+01; 37,31; 90,00
Nova Odessa;Campinas;Campinas;   58227;  3175071; 54,529187;53,86172;490;4,05;4,83;100,00; 71,54; 71,54;1,554536e+02; 23,53;103,57
São José do Rio Pardo;Campinas;São João da Boa Vista;   54734;  1727261; 31,557368;53,73305;491;1,83;1,61; 94,95; 96,23; 13,83;1,202929e+01; 40,00; 81,89
Taboão da Serra;São Paulo;São Paulo;  279634;  8843886; 31,626648;53,71006;492;3,54;3,67;100,00; 69,67; 34,27;3,990344e+01; 17,00;152,74
Jardinópolis;Ribeirão Preto;Ribeirão Preto;   42904;  1072305; 24,993124;53,69552;493;1,73;1,72;100,00; 78,63;  0,00;9,389248e+00; 58,67;214,33
Sumaré;Campinas;Campinas;  273007; 13744576; 50,345141;53,66972;494;2,49;2,34; 96,85; 79,79; 20,69;9,161130e+01; 30,20; 85,93
Ferraz de Vasconcelos;São Paulo;São Paulo;  188868;  2989860; 15,830421;53,62629;495;3,51;3,57; 96,85; 68,04; 38,10;2,596608e+01; 11,40;138,04
Apiaí;Itapeva;Itapeva;   24945;   651733; 26,126799;53,62169;496;3,14;2,91; 79,05; 66,44; 66,44;5,602401e+01; 11,94; 55,12
Cordeirópolis;Campinas;Limeira;   23793;  2610037;109,697684;53,61834;497;1,76;1,69;100,00; 71,23;  0,00;3,107510e+00; 11,84; 86,15
Junqueirópolis;Presidente Prudente;Dracena;   20353;   613203; 30,128384;53,52123;498;1,60;1,15; 82,24; 59,15; 59,15;1,300916e+00; 67,53;167,19
Iperó;Sorocaba;Sorocaba;   34913;   564350; 16,164466;53,36334;499;2,70;2,34; 67,39; 62,33; 62,33;4,765908e+01; 19,12; 85,36
Ribeirão Branco;Itapeva;Itapeva;   17220;   380318; 22,085830;53,05435;500;2,86;2,59; 72,99; 64,74; 59,10;2,270491e+01; 10,60; 71,12
São Sebastião;São José dos Campos;Caraguatatuba;   85538;  2711187; 31,695702;53,00711;501;3,96;3,82; 73,68; 74,58; 74,58;2,079840e+02; 22,36; 75,30
Lindóia;Campinas;Bragança Paulista;    7695;   164728; 21,407147;52,73671;502;1,44;0,75;100,00; 74,70;  0,00;0,000000e+00; 32,52; 86,26
Sete Barras;Registro;Registro;   13053;   412265; 31,583927;52,62917;503;3,38;3,40; 69,01; 71,78; 71,30;2,085973e+01;  9,74; 78,71
Araras;Campinas;Limeira;  131282;  5284021; 40,249394;52,53509;504;1,53;1,17;100,00; 72,28;  0,00;7,038878e+00; 43,15;126,24
Piquete;São José dos Campos;Guaratinguetá;   13976;   153226; 10,963509;52,50907;505;1,61;1,02; 95,74; 79,50;  0,00;3,520233e+01; 46,70;104,22
Pinhalzinho;Campinas;Bragança Paulista;   14763;   250266; 16,952245;52,37600;506;2,84;2,49; 56,11; 63,39; 63,10;3,123336e+01;  6,39; 69,24
Descalvado;Região Administrativa Central;São Carlos;   33346;  1643346; 49,281653;52,19096;507;1,05;0,79; 90,38; 80,00;  0,00;0,000000e+00; 32,75; 70,10
Jambeiro;São José dos Campos;São José dos Campos;    6305;   231948; 36,787946;52,17384;508;3,52;2,69; 72,34; 62,84; 62,84;2,649735e+01; 10,73; 82,68
Mogi das Cruzes;São Paulo;São Paulo;  433901; 14470623; 33,350057;52,11322;509;3,08;3,28; 99,70; 74,94; 48,03;4,695519e+01; 36,49; 93,84
Caieiras;São Paulo;São Paulo;   98223;  3289605; 33,491188;51,82955;510;3,61;3,49; 97,35; 60,56;  0,00;2,633000e+02;  9,47;134,37
Iepê;Presidente Prudente;Presidente Prudente;    8103;   244895; 30,222757;51,80089;511;0,77;0,41; 88,81; 48,73; 48,73;0,000000e+00; 58,19; 76,17
Alambari;Sorocaba;Itapetininga;    5754;   100567; 17,477755;51,74698;512;2,86;2,54; 77,85; 54,22; 54,22;5,609735e+01; 23,04; 91,26
Monte Alegre do Sul;Campinas;Bragança Paulista;    7871;   166571; 21,162622;51,71283;513;1,48;1,28; 88,71; 45,97;  0,00;0,000000e+00; 17,57;143,13
São Carlos;Região Administrativa Central;São Carlos;  246088; 10475655; 42,568736;51,70627;514;3,13;3,19; 96,00; 83,84; 80,32;6,167216e+00; 52,02; 68,78
Miracatu;Registro;Registro;   20288;   426651; 21,029722;51,67273;515;3,36;3,49; 57,20; 85,51; 85,51;2,546906e+01; 23,05; 60,23
São Caetano do Sul;São Paulo;São Paulo;  159608; 13106959; 82,119687;51,57677;516;5,10;5,20;100,00; 85,95; 85,95;2,703456e+00; 12,06; 84,15
Irapuru;Presidente Prudente;Adamantina;    8248;    86285; 10,461324;51,48263;517;1,43;1,21; 70,33; 76,44; 61,11;0,000000e+00; 56,25; 70,68
São Vicente;Santos;Santos;  360380;  5204306; 14,441162;51,22237;518;3,46;3,47; 91,88; 67,64; 67,64;4,630735e+01; 42,18;108,50
Quadra;Sorocaba;Itapetininga;    3680;    88900; 24,157609;51,20608;519;3,03;2,74; 32,37; 64,89; 64,89;2,392070e+01;  5,95;120,79
Pracinha;Presidente Prudente;Adamantina;    3768;    28207;  7,485934;51,04281;520;4,77;5,87; 47,80;100,00;100,00;2,596961e+01;-11,27; 83,16
Ourinhos;Marília;Ourinhos;  111813;  2999648; 26,827364;51,00270;521;3,00;2,72;100,00; 76,12; 63,08;9,031114e+00; 62,75;115,26
Queluz;São José dos Campos;Cruzeiro;   12949;   325115; 25,107344;50,98067;522;3,03;2,46; 75,48; 62,61; 40,86;2,400915e+01;  6,01; 61,04
Piracaia;Campinas;Bragança Paulista;   26991;   476025; 17,636434;50,93939;523;3,04;2,66; 67,44; 57,71; 56,70;4,831685e+01; 16,01; 79,91
Biritiba-Mirim;São Paulo;São Paulo;   31793;   704607; 22,162331;50,92699;524;3,01;2,98; 55,34; 69,49; 68,17;3,543070e+01;  9,35; 47,24
Sarapuí;Sorocaba;Itapetininga;   10034;   150275; 14,976580;50,87083;525;2,85;2,46; 85,34; 58,46;  0,00;1,123112e+02; -1,22; 81,58
Campos do Jordão;São José dos Campos;Taubaté;   51454;  1195551; 23,235336;50,65768;526;4,11;3,89; 64,83; 76,38; 76,38;9,710643e+01; 17,93; 67,58
Rio Grande da Serra;São Paulo;São Paulo;   49408;   610938; 12,365164;50,24494;527;3,66;3,94; 84,92; 58,81; 49,99;5,339230e+01; 15,41;111,58
Rio das Pedras;Campinas;Piracicaba;   33935;  1194153; 35,189421;50,06345;528;2,38;1,89; 95,39;100,00;  0,00;0,000000e+00; 45,94;112,13
Ribeirão Pires;São Paulo;São Paulo;  121848;  3046465; 25,002175;49,97162;529;3,63;3,77; 90,25; 64,74; 45,32;9,220038e+01; 19,75; 78,52
São Simão;Ribeirão Preto;Ribeirão Preto;   15225;   465707; 30,588309;49,83407;530;0,53;0,73; 89,32; 19,67;  0,00;0,000000e+00;  0,00; 45,29
Pedro de Toledo;Registro;Registro;   11136;   151283; 13,585040;49,72719;531;3,26;3,25; 60,18; 63,21; 62,82;3,663312e+01; 13,01; 74,19
Itaóca;Itapeva;Itapeva;    3341;    39033; 11,683029;49,72138;532;2,93;2,65; 69,69; 50,85; 50,85;3,160935e+01; -4,17; 32,49
Carapicuíba;São Paulo;São Paulo;  396587;  5494357; 13,854103;49,72032;533;3,04;3,23;100,00; 55,98; 28,61;3,030485e+01; 23,32;105,10
Vargem Grande Paulista;São Paulo;São Paulo;   50346;  1805301; 35,857883;49,67848;534;3,87;3,58; 94,63; 25,45;  8,13;1,356672e+03; 24,76; 87,84
Atibaia;Campinas;Bragança Paulista;  139683;  6162799; 44,119893;49,63746;535;4,07;4,27; 87,99; 71,92; 65,43;8,329163e+01; 32,42; 92,94
Bom Jesus dos Perdões;Campinas;Bragança Paulista;   24023;   863923; 35,962328;49,63504;536;1,83;1,51; 90,00; 64,82;  0,00;1,995554e+01; 29,81; 82,30
Guareí;Sorocaba;Itapetininga;   17551;   239829; 13,664691;49,63379;537;3,50;2,79; 62,20; 62,64; 62,64;5,663493e+01; 17,47; 65,87
Guarujá;Santos;Santos;  315563;  8589741; 27,220368;49,50030;538;3,72;3,54; 82,40; 67,91; 67,91;7,187196e+01; 38,46; 86,89
Osasco;São Paulo;São Paulo;  697886; 77910496;111,637855;49,44767;539;3,50;3,63;100,00; 59,27; 31,25;6,061548e+01; 26,27;115,70
Porangaba;Sorocaba;Botucatu;    9565;   183137; 19,146576;49,13231;540;2,92;2,32; 75,55; 43,84; 43,84;6,932877e+01; 12,85; 51,00
Bertioga;Santos;Santos;   59297;  1606553; 27,093327;49,05832;541;3,50;3,56; 73,15; 58,09; 58,09;1,775777e+02; 22,74; 56,95
Embu das Artes;São Paulo;São Paulo;  267054; 11713049; 43,860227;49,02774;542;3,55;3,85;100,00; 54,66; 30,06;4,983880e+01; 21,08;121,33
Santo Antônio do Pinhal;São José dos Campos;Taubaté;    6800;   103677; 15,246618;49,00997;543;3,20;2,86; 54,99; 57,19; 57,19;5,488531e+01; 10,69; 67,07
Estiva Gerbi;Campinas;Campinas;   11067;   313228; 28,302882;48,79378;544;1,04;0,85; 79,76; 80,00;  0,00;1,286089e+01; 49,41; 58,82
Santa Branca;São José dos Campos;São José dos Campos;   14667;   246568; 16,811072;48,56445;545;2,03;1,76; 64,14;100,00;  4,60;5,118132e+01; 42,14; 65,27
Ribeira;Itapeva;Itapeva;    3390;    47304; 13,953982;48,49654;546;3,25;3,12; 69,29; 39,88; 39,88;1,745898e+02; -2,76; 45,79
Campinas;Campinas;Campinas; 1182429; 59053563; 49,942587;48,47842;547;5,63;6,38; 98,09; 79,58; 70,32;7,722009e+01; 12,95;107,53
Piedade;Sorocaba;Sorocaba;   55092;  1217773; 22,104353;48,45839;548;3,18;2,87; 55,20; 61,10; 59,07;7,163729e+01; 27,36; 87,21
Guararema;São Paulo;São Paulo;   28978;   960960; 33,161709;48,30454;549;3,70;3,60; 72,22; 61,84; 61,84;3,484891e+01; 16,88; 68,28
Itapevi;São Paulo;São Paulo;  229502; 11597557; 50,533577;48,25669;550;3,39;3,29; 95,04; 51,15; 27,07;8,800052e+01; 29,64;116,65
Barra do Chapéu;Itapeva;Itapeva;    5653;    81558; 14,427384;48,24008;551;2,97;2,64; 38,70; 64,97; 63,06;4,976145e+01; 10,83; 41,02
Macaubal;São José do Rio Preto;Votuporanga;    8086;   160519; 19,851472;48,16120;552;2,34;2,37; 88,31; 62,47;  0,00;0,000000e+00; 29,72;152,62
Mairinque;Sorocaba;Sorocaba;   46567;  1706174; 36,639122;48,16093;553;2,87;2,51; 85,79; 74,79;  0,00;1,014066e+02; 25,28; 71,93
Arujá;São Paulo;São Paulo;   86430;  5311877; 61,458718;48,15196;554;4,30;4,17;100,00; 49,38; 49,38;5,338262e+01; 19,73;108,81
Santo André;São Paulo;São Paulo;  715231; 27470680; 38,408123;48,00228;555;4,08;4,17;100,00; 84,59; 37,42;9,755795e+00; 45,21;148,78
Paraibuna;São José dos Campos;São José dos Campos;   18206;   273661; 15,031363;47,97114;556;2,86;2,52; 73,65; 74,54;  0,00;8,079468e+01; 18,90; 86,68
Marília;Marília;Marília;  235234;  7719607; 32,816714;47,91200;557;2,30;1,78; 99,28; 80,00;  4,12;1,567688e+01; 51,53; 80,79
São Bernardo do Campo;São Paulo;São Paulo;  827437; 44680389; 53,998539;47,88187;558;4,06;4,05;100,00; 72,73; 19,55;6,461778e+01; 27,29;123,70
Vargem;Campinas;Bragança Paulista;   10143;   112807; 11,121660;47,85684;559;2,91;2,63; 49,03; 53,30; 51,92;3,397416e+01;  6,70; 57,27
Jandira;São Paulo;São Paulo;  121492;  4028508; 33,158628;47,69798;560;3,70;3,81;100,00; 57,03; 25,94;4,952881e+01; 29,80;132,70
Itaquaquecetuba;São Paulo;São Paulo;  360657;  6932298; 19,221304;47,67964;561;3,42;3,31;100,00; 53,22;  8,41;1,071495e+02; 24,72;113,98
Araçariguama;Sorocaba;Sorocaba;   21038;  2844224;135,194600;47,55593;562;3,22;2,66; 60,30; 55,68; 31,16;5,738369e+01;  3,47; 62,34
Ubatuba;São José dos Campos;Caraguatatuba;   88313;  1964761; 22,247699;47,49727;563;3,49;3,60; 74,04; 39,50; 39,43;1,188222e+02; 10,53; 96,96
São Lourenço da Serra;São Paulo;São Paulo;   15465;   206752; 13,369027;47,43684;564;3,28;3,29; 48,07; 58,86; 58,86;3,653969e+01;  7,12; 62,76
São Roque;Sorocaba;Sorocaba;   88473;  2724771; 30,797769;47,34319;565;3,49;3,48; 67,47; 70,59; 64,44;5,991536e+01; 40,21; 80,58
Itariri;Registro;Registro;   17062;   269481; 15,794221;47,17661;566;3,27;3,42; 37,94; 69,14; 68,89;4,203848e+01; 13,14; 52,51
Guapiara;Itapeva;Itapeva;   17640;   317156; 17,979365;46,92383;567;2,96;2,62; 59,44; 54,99; 50,80;9,595901e+00; 19,31; 72,30
Araçoiaba da Serra;Sorocaba;Sorocaba;   32495;   668034; 20,558055;46,57362;568;3,52;3,54; 97,46; 33,18; 33,18;4,648591e+01; 11,35; 80,01
Barueri;São Paulo;São Paulo;  267534; 47553589;177,747834;46,46278;569;4,92;4,89;100,00; 62,61; 31,20;1,513887e+02; 27,55;135,79
Igaratá;São José dos Campos;São José dos Campos;    9443;   217382; 23,020438;46,21469;570;3,12;2,75; 55,90; 44,62; 44,62;1,630419e+01; -1,91; 52,06
Pacaembu;Presidente Prudente;Adamantina;   14086;   200516; 14,235127;45,93194;571;2,11;2,22; 73,68; 50,00; 50,00;5,254652e+01; 71,28;116,04
Ilhabela;São José dos Campos;Caraguatatuba;   33354;  6153610;184,493914;45,59644;572;4,46;4,69; 68,71; 52,56; 52,56;1,280428e+02;  9,81; 88,05
Cubatão;Santos;Santos;  128748; 12336913; 95,822172;45,54466;573;4,09;3,37; 85,42; 50,02; 50,02;1,548812e+02; 38,94; 73,88
Santana de Parnaíba;São Paulo;São Paulo;  131887;  8583623; 65,083162;45,37937;574;3,71;4,27;100,00; 32,50;  7,70;4,326901e+02; 36,24;139,06
São Joaquim da Barra;Franca;São Joaquim da Barra;   50921;  1533653; 30,118281;44,68562;575;1,05;0,71;100,00; 47,29;  0,00;0,000000e+00; 63,33; 71,96
Cajamar;São Paulo;São Paulo;   73921; 15003191;202,962501;44,55922;576;3,85;3,87;100,00; 59,55;  0,00;5,589072e+01; 13,17; 79,61
Jarinu;Campinas;Jundiaí;   28540;  2251523; 78,890084;44,54280;577;3,20;3,08; 65,87; 30,59; 30,59;2,292301e+02; 18,78; 65,34
Santa Isabel;São Paulo;São Paulo;   56014;  1353632; 24,165959;43,91607;578;2,60;2,54; 65,17; 69,59;  4,98;1,148694e+02; 44,89; 86,65
Salto Grande;Marília;Ourinhos;    9287;   209782; 22,588780;43,88628;579;1,91;2,78;100,00; 22,40; 22,40;0,000000e+00; 29,62; 75,20
Francisco Morato;São Paulo;São Paulo;  171602;  1464628;  8,535029;43,81003;580;3,29;3,18; 95,81; 35,01;  0,00;1,480026e+02; 32,10;113,78
Tuiuti;Campinas;Bragança Paulista;    6689;    86002; 12,857228;43,65169;581;1,83;1,96; 78,00; 58,12;  0,00;0,000000e+00; 39,01; 86,79
Cotia;São Paulo;São Paulo;  237750; 11573369; 48,678734;43,05160;582;4,02;3,87;100,00; 37,37; 16,07;7,744878e+01; 19,90; 85,09
Aparecida;São José dos Campos;Guaratinguetá;   36279;  1048666; 28,905593;43,00329;583;3,08;3,06; 98,55; 64,11;  0,00;6,450023e+01; 48,29; 82,12
Itapecerica da Serra;São Paulo;São Paulo;  170927;  3281942; 19,200840;42,76431;584;3,64;3,93; 96,25; 27,44; 26,89;9,231418e+01; 29,14; 95,96
Embu-Guaçu;São Paulo;São Paulo;   68270;  1043490; 15,284752;42,67839;585;3,55;4,01; 83,69; 37,76; 37,76;6,215408e+01; 27,85; 78,62
Franco da Rocha;São Paulo;São Paulo;  149502;  3029794; 20,265909;42,64387;586;4,61;4,67; 97,59; 52,34;  0,00;1,468057e+02; 16,70;112,23
Bauru;Bauru;Bauru;  371690; 13771753; 37,051718;42,44739;587;3,35;4,66; 98,28; 64,61;  1,77;2,185523e+01; 46,63;161,64
Pedra Bela;Campinas;Bragança Paulista;    6078;    80140; 13,185258;40,98793;588;3,18;2,77; 26,06; 63,31;  0,00;8,246557e+01;-14,35; 56,40
Ibiúna;Sorocaba;Sorocaba;   77566;  1632767; 21,050035;40,96076;589;3,29;3,01; 46,15; 36,14; 36,14;2,547113e+01; 17,94; 83,14
Pirapora do Bom Jesus;São Paulo;São Paulo;   18174;   396159; 21,798118;40,80468;590;3,33;3,38; 82,36; 49,24; 21,23;4,131195e+01; 41,20; 74,63
Nazaré Paulista;Campinas;Bragança Paulista;   18121;   334669; 18,468572;40,17866;591;3,10;2,56; 39,14; 24,65; 24,61;3,368542e+01; 11,80; 92,00
Mairiporã;São Paulo;São Paulo;   95601;  1716735; 17,957291;39,43859;592;3,67;3,73; 54,71; 33,21; 23,60;1,061652e+02; 16,91; 76,19
Juquitiba;São Paulo;São Paulo;   31027;   485671; 15,653173;37,88866;593;3,50;3,71; 44,61; 34,11; 34,11;1,864261e+01; 16,12; 71,34
Caconde;Campinas;São João da Boa Vista;   19025;   343594; 18,060131;36,20969;594;1,56;1,54; 69,65; 50,19;  0,00;0,000000e+00; 77,91; 73,17
Aguaí;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Analândia;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Aramina;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Areias;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Ariranha;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Bady Bassitt;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Boa Esperança do Sul;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Borebi;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Caiuá;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Campos Novos Paulista;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Canitar;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Casa Branca;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cedral;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Corumbataí;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cosmorama;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cunha;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Dumont;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Guarantã;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Guatapará;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Iacanga;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Ibitinga;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Ipaussu;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Ipiguá;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Júlio Mesquita;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Mauá;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Mendonça;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Monte Castelo;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Natividade da Serra;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Nova Castilho;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Paulicéia;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Pindorama;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Pontal;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Promissão;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Ribeirão Bonito;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Rincão;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Rinópolis;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Sales Oliveira;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Salto;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Santa Maria da Serra;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Santo Antônio do Aracanguá;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
São João de Iracema;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
São João do Pau d'Alho;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
São José do Barreiro;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
São Pedro do Turvo;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Tabatinga;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Tambaú;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Tejupá;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Trabiju;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Uchoa;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Vera Cruz;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Zacarias;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
