municipio;regiao_administrativa;regiao_governo;populacao2017;pib2017;pib_per_capita2017;score;ranking;tarifa_agua_norm;tarifa_esgoto_norm;atendimento;coleta;tratamento;inv_per_capita_norm;perdas_norm;desempenho_norm
Itupeva;Campinas;Jundiaí;   57031;  6124416;107,387491;52,46728;489; 37,568058; 49,84326; 78,70; 72,30; 72,30;3,352450e+00; 79,1905307; 26,483913
Diadema;São Paulo;São Paulo;  417869; 13412703; 32,097866;52,26886;490; 37,023593; 42,00627;100,00; 75,82; 37,47;2,736396e+00; 78,5541555; 44,540428
Descalvado;Região Administrativa Central;São Carlos;   33346;  1643346; 49,281653;52,19096;491; 83,121597; 87,61755; 90,38; 80,00;  0,00;0,000000e+00; 58,3174240; 18,091070
Ferraz de Vasconcelos;São Paulo;São Paulo;  188868;  2989860; 15,830421;52,13621;492; 38,475499; 44,04389; 96,85; 68,04; 38,10;1,913954e+00; 85,4906453; 44,175689
Juquiá;Registro;Registro;   19192;   361626; 18,842539;52,09964;493; 41,560799; 48,43260; 68,30; 74,95; 72,26;6,248123e+00; 80,2087311; 24,836827
São Paulo;São Paulo;São Paulo;12106920;699288352; 57,759393;51,97588;494; 25,952813; 32,60188; 99,30; 74,23; 64,66;1,050993e+01; 69,5176276; 39,034785
Taboão da Serra;São Paulo;São Paulo;  279634;  8843886; 31,626648;51,93395;495; 37,931034; 42,47649;100,00; 69,67; 34,27;2,941274e+00; 78,3632430; 49,819550
Campo Limpo Paulista;Campinas;Jundiaí;   82520;  1922194; 23,293674;51,82564;496; 45,553539; 55,32915; 79,36; 77,59; 74,29;4,237325e+00; 52,5136821; 25,731398
Iepê;Presidente Prudente;Presidente Prudente;    8103;   244895; 30,222757;51,80089;497; 88,203267; 93,57367; 88,81; 48,73; 48,73;0,000000e+00; 25,9386534; 20,421562
Monte Alegre do Sul;Campinas;Bragança Paulista;    7871;   166571; 21,162622;51,71283;498; 75,317604; 79,93730; 88,71; 45,97;  0,00;0,000000e+00; 77,6377752; 46,129924
Araras;Campinas;Limeira;  131282;  5284021; 40,249394;51,69956;499; 74,410163; 81,66144;100,00; 72,28;  0,00;5,188341e-01; 45,0808197; 39,645243
Ribeirão Branco;Itapeva;Itapeva;   17220;   380318; 22,085830;51,64647;500; 50,272232; 59,40439; 72,99; 64,74; 59,10;1,673574e+00; 86,5088456; 18,482684
Salesópolis;São Paulo;São Paulo;   16903;   200622; 11,869017;51,64510;501; 48,457350; 53,44828; 62,38; 67,23; 65,25;1,034360e+01; 93,6235204; 12,428012
Apiaí;Itapeva;Itapeva;   24945;   651733; 26,126799;51,59773;502; 45,190563; 54,38871; 79,05; 66,44; 66,44;4,129517e+00; 84,8033601; 12,339707
Irapuru;Presidente Prudente;Adamantina;    8248;    86285; 10,461324;51,48263;503; 76,225045; 81,03448; 70,33; 76,44; 61,11;0,000000e+00; 28,4077892; 18,313753
Iperó;Sorocaba;Sorocaba;   34913;   564350; 16,164466;51,45960;504; 53,176044; 63,32288; 67,39; 62,33; 62,33;3,512940e+00; 75,6650121; 23,949935
Sete Barras;Registro;Registro;   13053;   412265; 31,583927;51,27138;505; 40,834846; 46,70846; 69,01; 71,78; 71,30;1,537566e+00; 87,6034110; 21,396760
Sumaré;Campinas;Campinas;  273007; 13744576; 50,345141;51,26557;506; 56,987296; 63,32288; 96,85; 79,79; 20,69;6,752647e+00; 61,5629375; 24,168778
Nova Odessa;Campinas;Campinas;   58227;  3175071; 54,529187;51,06273;507; 28,675136; 24,29467;100,00; 71,54; 71,54;1,145845e+01; 70,0521828; 30,941411
São Caetano do Sul;São Paulo;São Paulo;  159608; 13106959; 82,119687;51,04368;508;  9,618875; 18,49530;100,00; 85,95; 85,95;1,992711e-01; 84,6506300; 23,485372
São Carlos;Região Administrativa Central;São Carlos;  246088; 10475655; 42,568736;50,92030;509; 45,372051; 50,00000; 96,00; 83,84; 80,32;4,545841e-01; 33,7915235; 17,584274
Piquete;São José dos Campos;Guaratinguetá;   13976;   153226; 10,963509;50,81988;510; 72,958258; 84,01254; 95,74; 79,50;  0,00;2,594756e+00; 40,5625557; 31,190970
Pinhalzinho;Campinas;Bragança Paulista;   14763;   250266; 16,952245;50,76715;511; 50,635209; 60,97179; 56,11; 63,39; 63,10;2,302204e+00; 91,8671249; 17,760885
Jambeiro;São José dos Campos;São José dos Campos;    6305;   231948; 36,787946;50,67106;512; 38,294011; 57,83699; 72,34; 62,84; 62,84;1,953113e+00; 86,3433881; 22,920986
Mogi das Cruzes;São Paulo;São Paulo;  433901; 14470623; 33,350057;50,22037;513; 46,279492; 48,58934; 99,70; 74,94; 48,03;3,461056e+00; 53,5573374; 27,205713
Miracatu;Registro;Registro;   20288;   426651; 21,029722;50,19471;514; 41,197822; 45,29781; 57,20; 85,51; 85,51;1,877318e+00; 70,6631030; 14,301620
Ourinhos;Marília;Ourinhos;  111813;  2999648; 26,827364;50,06605;515; 47,731397; 57,36677;100,00; 76,12; 63,08;6,656813e-01; 20,1349115; 35,429625
Rio das Pedras;Campinas;Piracicaba;   33935;  1194153; 35,189421;50,06345;516; 58,983666; 70,37618; 95,39;100,00;  0,00;0,000000e+00; 41,5298460; 34,227904
São Sebastião;São José dos Campos;Caraguatatuba;   85538;  2711187; 31,695702;50,02915;517; 30,308530; 40,12539; 73,68; 74,58; 74,58;1,533045e+01; 71,5413008; 20,087537
São Simão;Ribeirão Preto;Ribeirão Preto;   15225;   465707; 30,588309;49,83407;518; 92,558984; 88,55799; 89,32; 19,67;  0,00;0,000000e+00;100,0000000;  8,565615
Quadra;Sorocaba;Itapetininga;    3680;    88900; 24,157609;49,76667;519; 47,186933; 57,05329; 32,37; 64,89; 64,89;1,763189e+00; 92,4271350; 37,552791
Alambari;Sorocaba;Itapetininga;    5754;   100567; 17,477755;49,72203;520; 50,272232; 60,18809; 77,85; 54,22; 54,22;4,134922e+00; 70,6758305; 26,215158
Vargem Grande Paulista;São Paulo;São Paulo;   50346;  1805301; 35,857883;49,67848;521; 31,941924; 43,88715; 94,63; 25,45;  8,13;1,000000e+02; 68,4866998; 24,902096
Pracinha;Presidente Prudente;Adamantina;    3768;    28207;  7,485934;49,55265;522; 15,607985;  7,99373; 47,80;100,00;100,00;1,914214e+00;100,0000000; 23,105275
Queluz;São José dos Campos;Cruzeiro;   12949;   325115; 25,107344;49,53900;523; 47,186933; 61,44201; 75,48; 62,61; 40,86;1,769709e+00; 92,3507700; 14,612608
São Vicente;Santos;Santos;  360380;  5204306; 14,441162;49,33964;524; 39,382940; 45,61129; 91,88; 67,64; 67,64;3,413304e+00; 46,3153876; 32,834216
Biritiba-Mirim;São Paulo;São Paulo;   31793;   704607; 22,162331;49,23339;525; 47,549909; 53,29154; 55,34; 69,49; 68,17;2,611588e+00; 88,0997836;  9,314290
Piracaia;Campinas;Bragança Paulista;   26991;   476025; 17,636434;49,02560;526; 47,005445; 58,30721; 67,44; 57,71; 56,70;3,561423e+00; 79,6232659; 21,857483
Caieiras;São Paulo;São Paulo;   98223;  3289605; 33,491188;48,74874;527; 36,660617; 45,29781; 97,35; 60,56;  0,00;1,940778e+01; 87,9470536; 42,766644
Sarapuí;Sorocaba;Itapetininga;   10034;   150275; 14,976580;48,30910;528; 50,453721; 61,44201; 85,34; 58,46;  0,00;8,278435e+00;100,0000000; 22,498656
Bom Jesus dos Perdões;Campinas;Bragança Paulista;   24023;   863923; 35,962328;48,30289;529; 68,965517; 76,33229; 90,00; 64,82;  0,00;1,470918e+00; 62,0593102; 22,775090
Rio Grande da Serra;São Paulo;São Paulo;   49408;   610938; 12,365164;48,25711;530; 35,753176; 38,24451; 84,92; 58,81; 49,99;3,935534e+00; 80,3869161; 34,016740
Campos do Jordão;São José dos Campos;Taubaté;   51454;  1195551; 23,235336;48,20816;531; 27,586207; 39,02821; 64,83; 76,38; 76,38;7,157693e+00; 77,1795851; 17,123551
Macaubal;São José do Rio Preto;Votuporanga;    8086;   160519; 19,851472;48,16120;532; 59,709619; 62,85266; 88,31; 62,47;  0,00;0,000000e+00; 62,1738577; 49,773478
Carapicuíba;São Paulo;São Paulo;  396587;  5494357; 13,854103;48,13132;533; 47,005445; 49,37304;100,00; 55,98; 28,61;2,233763e+00; 70,3194604; 31,528834
Itaóca;Itapeva;Itapeva;    3341;    39033; 11,683029;48,10461;534; 49,001815; 58,46395; 69,69; 50,85; 50,85;2,329918e+00;100,0000000;  3,651232
Pedro de Toledo;Registro;Registro;   11136;   151283; 13,585040;48,01067;535; 43,012704; 49,05956; 60,18; 63,21; 62,82;2,700219e+00; 83,4415171; 19,661368
Estiva Gerbi;Campinas;Campinas;   11067;   313228; 28,302882;47,69523;536; 83,303085; 86,67712; 79,76; 80,00;  0,00;9,479736e-01; 37,1134021; 13,760270
Guareí;Sorocaba;Itapetininga;   17551;   239829; 13,664691;47,60165;537; 38,656987; 56,26959; 62,20; 62,64; 62,64;4,174548e+00; 77,7650503; 16,467020
Ribeirão Pires;São Paulo;São Paulo;  121848;  3046465; 25,002175;47,56247;538; 36,297641; 40,90909; 90,25; 64,74; 45,32;6,796069e+00; 74,8631793; 21,323812
Osasco;São Paulo;São Paulo;  697886; 77910496;111,637855;47,36397;539; 38,656987; 43,10345;100,00; 59,27; 31,25;4,467953e+00; 66,5648466; 35,598556
Atibaia;Campinas;Bragança Paulista;  139683;  6162799; 44,119893;47,30766;540; 28,312160; 33,07210; 87,99; 71,92; 65,43;6,139407e+00; 58,7374316; 26,860170
Guarujá;Santos;Santos;  315563;  8589741; 27,220368;47,28542;541; 34,664247; 44,51411; 82,40; 67,91; 67,91;5,297665e+00; 51,0500191; 24,537357
Embu das Artes;São Paulo;São Paulo;  267054; 11713049; 43,860227;47,09111;542; 37,749546; 39,65517;100,00; 54,66; 30,06;3,673606e+00; 73,1704213; 37,760117
Santo André;São Paulo;São Paulo;  715231; 27470680; 38,408123;47,03217;543; 28,130672; 34,63950;100,00; 84,59; 37,42;7,190974e-01; 42,4589538; 48,299163
Santo Antônio do Pinhal;São José dos Campos;Taubaté;    6800;   103677; 15,246618;47,00146;544; 44,101633; 55,17241; 54,99; 57,19; 57,19;4,045583e+00; 86,3942981; 16,927743
Porangaba;Sorocaba;Botucatu;    9565;   183137; 19,146576;46,94537;545; 49,183303; 63,63636; 75,55; 43,84; 43,84;5,110207e+00; 83,6451572; 10,757890
Marília;Marília;Marília;  235234;  7719607; 32,816714;46,71274;546; 60,435572; 72,10031; 99,28; 80,00;  4,12;1,155539e+00; 34,4151712; 22,195347
Guararema;São Paulo;São Paulo;   28978;   960960; 33,161709;46,62223;547; 35,027223; 43,57367; 72,22; 61,84; 61,84;2,568705e+00; 78,5159730; 17,392306
Santa Branca;São José dos Campos;São José dos Campos;   14667;   246568; 16,811072;46,60813;548; 65,335753; 72,41379; 64,14;100,00;  4,60;3,772563e+00; 46,3662976; 16,236658
Barra do Chapéu;Itapeva;Itapeva;    5653;    81558; 14,427384;46,30460;549; 48,275862; 58,62069; 38,70; 64,97; 63,06;3,667905e+00; 86,2161130;  6,926207
Piedade;Sorocaba;Sorocaba;   55092;  1217773; 22,104353;46,24605;550; 44,464610; 55,01567; 55,20; 61,10; 59,07;5,280368e+00; 65,1775487; 24,660217
Campinas;Campinas;Campinas; 1182429; 59053563; 49,942587;46,20769;551;  0,000000;  0,00000; 98,09; 79,58; 70,32;5,691875e+00; 83,5178821; 32,461798
Vargem;Campinas;Bragança Paulista;   10143;   112807; 11,121660;46,19177;552; 49,364791; 58,77743; 49,03; 53,30; 51,92;2,504228e+00; 91,4725722; 13,165169
Bertioga;Santos;Santos;   59297;  1606553; 27,093327;46,17210;553; 38,656987; 44,20063; 73,15; 58,09; 58,09;1,308921e+01; 71,0576556; 13,042310
Arujá;São Paulo;São Paulo;   86430;  5311877; 61,458718;46,16427;554; 24,137931; 34,63950;100,00; 49,38; 49,38;3,934820e+00; 74,8886343; 32,953237
Guapiara;Itapeva;Itapeva;   17640;   317156; 17,979365;45,96097;555; 48,457350; 58,93417; 59,44; 54,99; 50,80;7,073117e-01; 75,4231895; 18,935729
Itapevi;São Paulo;São Paulo;  229502; 11597557; 50,533577;45,88393;556; 40,653358; 48,43260; 95,04; 51,15; 27,07;6,486498e+00; 62,2756777; 35,963296
Jandira;São Paulo;São Paulo;  121492;  4028508; 33,158628;45,76595;557; 35,027223; 40,28213;100,00; 57,03; 25,94;3,650757e+00; 62,0720377; 42,125470
São Bernardo do Campo;São Paulo;São Paulo;  827437; 44680389; 53,998539;45,74921;558; 28,493648; 36,52038;100,00; 72,73; 19,55;4,762961e+00; 65,2666412; 38,670045
São Lourenço da Serra;São Paulo;São Paulo;   15465;   206752; 13,369027;45,72208;559; 42,649728; 48,43260; 48,07; 58,86; 58,86;2,693332e+00; 90,9380171; 15,272979
Mairinque;Sorocaba;Sorocaba;   46567;  1706174; 36,639122;45,67778;560; 50,090744; 60,65831; 85,79; 74,79;  0,00;7,474654e+00; 67,8248695; 18,793673
Paraibuna;São José dos Campos;São José dos Campos;   18206;   273661; 15,031363;45,66511;561; 50,272232; 60,50157; 73,65; 74,54;  0,00;5,955357e+00; 75,9450172; 24,456730
Ribeira;Itapeva;Itapeva;    3390;    47304; 13,953982;45,62099;562; 43,194192; 51,09718; 69,29; 39,88; 39,88;1,286897e+01;100,0000000;  8,757583
Araçariguama;Sorocaba;Sorocaba;   21038;  2844224;135,194600;45,51386;563; 43,738657; 58,30721; 60,30; 55,68; 31,16;4,229739e+00; 95,5835561; 15,111725
Itariri;Registro;Registro;   17062;   269481; 15,794221;45,36357;564; 42,831216; 46,39498; 37,94; 69,14; 68,89;3,098646e+00; 83,2760596; 11,337633
São Roque;Sorocaba;Sorocaba;   88473;  2724771; 30,797769;45,26835;565; 38,838475; 45,45455; 67,47; 70,59; 64,44;4,416347e+00; 48,8227059; 22,114720
Itaquaquecetuba;São Paulo;São Paulo;  360657;  6932298; 19,221304;45,15397;566; 40,108893; 48,11912;100,00; 53,22;  8,41;7,897963e+00; 68,5376098; 34,938186
Igaratá;São José dos Campos;São José dos Campos;    9443;   217382; 23,020438;44,99459;567; 45,553539; 56,89655; 55,90; 44,62; 44,62;1,201778e+00;100,0000000; 11,164862
Ubatuba;São José dos Campos;Caraguatatuba;   88313;  1964761; 22,247699;44,89275;568; 38,838475; 43,57367; 74,04; 39,50; 39,43;8,758358e+00; 86,5979381; 28,403594
Araçoiaba da Serra;Sorocaba;Sorocaba;   32495;   668034; 20,558055;44,68809;569; 38,294011; 44,51411; 97,46; 33,18; 33,18;3,426465e+00; 85,5542828; 21,895877
São Joaquim da Barra;Franca;São Joaquim da Barra;   50921;  1533653; 30,118281;44,68562;570; 83,121597; 88,87147;100,00; 47,29;  0,00;0,000000e+00; 19,3967163; 18,805191
Pacaembu;Presidente Prudente;Adamantina;   14086;   200516; 14,235127;43,95603;571; 63,883848; 65,20376; 73,68; 50,00; 50,00;3,873192e+00;  9,2783505; 35,729095
Salto Grande;Marília;Ourinhos;    9287;   209782; 22,588780;43,88628;572; 67,513612; 56,42633;100,00; 22,40; 22,40;0,000000e+00; 62,3011327; 20,049144
Barueri;São Paulo;São Paulo;  267534; 47553589;177,747834;43,68203;573; 12,885662; 23,35423;100,00; 62,61; 31,20;1,115882e+01; 64,9357261; 43,311833
Tuiuti;Campinas;Bragança Paulista;    6689;    86002; 12,857228;43,65169;574; 68,965517; 69,27900; 78,00; 58,12;  0,00;0,000000e+00; 50,3500064; 24,498963
Ilhabela;São José dos Campos;Caraguatatuba;   33354;  6153610;184,493914;42,93602;575; 21,234120; 26,48903; 68,71; 52,56; 52,56;9,438009e+00; 87,5143184; 24,982723
Cubatão;Santos;Santos;  128748; 12336913; 95,822172;42,74820;576; 27,949183; 47,17868; 85,42; 50,02; 50,02;1,141626e+01; 50,4390989; 19,542348
Cajamar;São Paulo;São Paulo;   73921; 15003191;202,962501;42,53706;577; 32,304900; 39,34169;100,00; 59,55;  0,00;4,119692e+00; 83,2378771; 21,742302
Santana de Parnaíba;São Paulo;São Paulo;  131887;  8583623; 65,083162;42,30677;578; 34,845735; 33,07210;100,00; 32,50;  7,70;3,189348e+01; 53,8755250; 44,567304
Jarinu;Campinas;Jundiaí;   28540;  2251523; 78,890084;41,51669;579; 44,101633; 51,72414; 65,87; 30,59; 30,59;1,689650e+01; 76,0977472; 16,263534
Santa Isabel;São Paulo;São Paulo;   56014;  1353632; 24,165959;41,33718;580; 54,990926; 60,18809; 65,17; 69,59;  4,98;8,466995e+00; 42,8662339; 24,445212
Bauru;Bauru;Bauru;  371690; 13771753; 37,051718;41,06222;581; 41,379310; 26,95925; 98,28; 64,61;  1,77;1,610944e+00; 40,6516482; 53,236581
Francisco Morato;São Paulo;São Paulo;  171602;  1464628;  8,535029;41,04504;582; 42,468240; 50,15674; 95,81; 35,01;  0,00;1,090924e+01; 59,1447117; 34,861399
Aparecida;São José dos Campos;Guaratinguetá;   36279;  1048666; 28,905593;40,87203;583; 46,279492; 52,03762; 98,55; 64,11;  0,00;4,754297e+00; 38,5388825; 22,705982
Cotia;São Paulo;São Paulo;  237750; 11573369; 48,678734;40,77857;584; 29,219601; 39,34169;100,00; 37,37; 16,07;5,708731e+00; 74,6722668; 23,846272
Embu-Guaçu;São Paulo;São Paulo;   68270;  1043490; 15,284752;40,57554;585; 37,749546; 37,14734; 83,69; 37,76; 37,76;4,581363e+00; 64,5539010; 21,362205
Itapecerica da Serra;São Paulo;São Paulo;  170927;  3281942; 19,200840;40,35420;586; 36,116152; 38,40125; 96,25; 27,44; 26,89;6,804457e+00; 62,9120529; 28,019658
Franco da Rocha;São Paulo;São Paulo;  149502;  3029794; 20,265909;39,88459;587; 18,511797; 26,80251; 97,59; 52,34;  0,00;1,082101e+01; 78,7450681; 34,266298
Ibiúna;Sorocaba;Sorocaba;   77566;  1632767; 21,050035;39,48269;588; 42,468240; 52,82132; 46,15; 36,14; 36,14;1,877471e+00; 77,1668576; 23,097597
Pirapora do Bom Jesus;São Paulo;São Paulo;   18174;   396159; 21,798118;39,00404;589; 41,742287; 47,02194; 82,36; 49,24; 21,23;3,045094e+00; 47,5626830; 19,830300
Pedra Bela;Campinas;Bragança Paulista;    6078;    80140; 13,185258;38,66592;590; 44,464610; 56,58307; 26,06; 63,31;  0,00;6,078518e+00;100,0000000; 12,831145
Nazaré Paulista;Campinas;Bragança Paulista;   18121;   334669; 18,468572;38,51936;591; 45,916515; 59,87461; 39,14; 24,65; 24,61;2,482945e+00; 84,9815451; 26,499271
Mairiporã;São Paulo;São Paulo;   95601;  1716735; 17,957291;36,92002;592; 35,571688; 41,53605; 54,71; 33,21; 23,60;7,825410e+00; 78,4777905; 20,429241
Juquitiba;São Paulo;São Paulo;   31027;   485671; 15,653173;36,59513;593; 38,656987; 41,84953; 44,61; 34,11; 34,11;1,374143e+00; 79,4832633; 18,567150
Caconde;Campinas;São João da Boa Vista;   19025;   343594; 18,060131;36,20969;594; 73,865699; 75,86207; 69,65; 50,19;  0,00;0,000000e+00;  0,8400153; 19,269754
Aguaí;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Analândia;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Aramina;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Areias;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Ariranha;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Bady Bassitt;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Boa Esperança do Sul;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Borebi;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Caiuá;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Campos Novos Paulista;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Canitar;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Casa Branca;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cedral;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Corumbataí;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cosmorama;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cunha;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Dumont;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Guarantã;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Guatapará;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Iacanga;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Ibitinga;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Ipaussu;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Ipiguá;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Júlio Mesquita;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Mauá;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Mendonça;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Monte Castelo;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Natividade da Serra;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Nova Castilho;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Paulicéia;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Pindorama;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Pontal;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Promissão;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Ribeirão Bonito;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Rincão;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Rinópolis;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Sales Oliveira;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Salto;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Santa Maria da Serra;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Santo Antônio do Aracanguá;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
São João de Iracema;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
São João do Pau d'Alho;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
São José do Barreiro;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
São Pedro do Turvo;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Tabatinga;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Tambaú;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Tejupá;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Trabiju;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Uchoa;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Vera Cruz;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Zacarias;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
